[0.7, 3.5, 0.73, 0.38, 0.38, 0.18, 1.3, 0.16, 1.3, 0, 2, 2.5, 3, 4, 16].urdf
[0.614644, 4.00316, 0.630829, 0.408977, 0.384731, 0.458358, 2.59397, 0.278355, 3.90916, 0, 3.08345, 2.55779, 2, 5, 9].urdf
[0.476139, 1.57076, 0.699786, 0.455631, 0.474002, 0.591447, 3.4979, 0.192296, 3.45132, 0, 2.77984, 1.78671, 4, 4, 14].urdf
[0.529367, 4.20982, 0.586845, 0.413687, 0.303758, 0.447054, 3.03024, 0.223387, 3.85937, 0, 2.21902, 2.37406, 3, 2, 18].urdf
[0.651191, 2.23634, 0.488678, 0.363086, 0.372742, 0.428079, 2.5965, 0.297675, 1.75511, 0, 1.82262, 2.80622, 1, 3, 11].urdf
[0.497691, 1.88631, 0.646899, 0.327637, 0.339316, 0.34749, 3.55248, 0.11942, 3.59486, 0, 3.45292, 2.4373, 4, 4, 19].urdf
[0.461756, 2.48982, 0.486059, 0.359228, 0.323746, 0.327193, 2.53566, 0.112829, 3.23118, 0, 2.03078, 2.5465, 0, 4, 21].urdf
[0.545571, 3.83594, 0.489539, 0.443265, 0.357881, 0.273277, 2.96628, 0.104022, 3.57235, 0, 2.85563, 2.04002, 3, 5, 11].urdf
[0.622847, 3.57215, 0.621676, 0.344616, 0.49055, 0.37885, 3.61602, 0.239896, 2.24359, 0, 2.29301, 3.26221, 2, 5, 18].urdf
[0.667576, 3.25464, 0.736825, 0.428798, 0.384771, 0.442557, 1.54798, 0.160315, 3.15043, 0, 2.73603, 2.35754, 0, 3, 16].urdf
[0.627262, 3.51014, 0.64596, 0.430421, 0.386284, 0.558619, 2.4189, 0.187173, 3.72981, 0, 2.90778, 1.70045, 4, 4, 22].urdf
[0.494834, 4.53844, 0.498748, 0.423112, 0.324764, 0.539203, 3.5183, 0.21382, 2.51796, 0, 2.89486, 2.40709, 3, 5, 22].urdf
[0.706741, 1.541, 0.557993, 0.445998, 0.334326, 0.408415, 1.63584, 0.139999, 1.5463, 0, 1.94785, 2.1907, 4, 4, 8].urdf
[0.499408, 3.67517, 0.623169, 0.347579, 0.486843, 0.445586, 2.83908, 0.217982, 3.32531, 0, 2.29644, 1.91969, 0, 5, 19].urdf
[0.597138, 2.29595, 0.526307, 0.311606, 0.386883, 0.324718, 3.24086, 0.17555, 1.94901, 0, 1.6345, 2.85879, 2, 4, 21].urdf
[0.747102, 2.25914, 0.648923, 0.352664, 0.30413, 0.503351, 2.30004, 0.176693, 2.97079, 0, 2.75796, 3.2453, 1, 5, 10].urdf
[0.735837, 3.90621, 0.514652, 0.489474, 0.446171, 0.301577, 2.03328, 0.20364, 1.56416, 0, 2.34937, 2.24834, 2, 3, 16].urdf
[0.709157, 1.91136, 0.605214, 0.326414, 0.443372, 0.358424, 2.91355, 0.136656, 1.86212, 0, 2.21123, 3.38086, 3, 4, 21].urdf
[0.475027, 3.43267, 0.625343, 0.492387, 0.35843, 0.296332, 1.75073, 0.103286, 3.82382, 0, 3.07031, 2.06346, 2, 2, 15].urdf
[0.743249, 4.56777, 0.551448, 0.492314, 0.34634, 0.579728, 3.85344, 0.259841, 3.07612, 0, 2.08604, 3.19789, 3, 2, 13].urdf
[0.494442, 4.9364, 0.593511, 0.399478, 0.427895, 0.347434, 1.84225, 0.264424, 1.97462, 0, 1.94863, 1.69569, 4, 5, 22].urdf
[0.721967, 4.20917, 0.549944, 0.31622, 0.381448, 0.292894, 1.83122, 0.110685, 3.31399, 0, 3.04116, 1.79389, 0, 2, 18].urdf
[0.52361, 2.97189, 0.617211, 0.47211, 0.445409, 0.308131, 1.82871, 0.111075, 2.254, 0, 2.41228, 2.86656, 3, 3, 13].urdf
[0.504345, 4.25991, 0.467054, 0.439399, 0.455739, 0.510963, 2.14856, 0.174763, 2.969, 0, 2.24171, 1.89411, 2, 2, 19].urdf
[0.473087, 3.31592, 0.542043, 0.415509, 0.491887, 0.458228, 1.58841, 0.18608, 2.77504, 0, 2.86279, 2.05519, 0, 3, 22].urdf
[0.506139, 4.66394, 0.613142, 0.391382, 0.476408, 0.383442, 3.31042, 0.179805, 3.76011, 0, 2.89924, 2.15544, 3, 4, 11].urdf
[0.498162, 4.28737, 0.73775, 0.391628, 0.418197, 0.543089, 2.64306, 0.290375, 2.93938, 0, 3.31769, 3.13105, 0, 4, 13].urdf
[0.468814, 2.98411, 0.527605, 0.469808, 0.306661, 0.583593, 2.38842, 0.171341, 1.54082, 0, 2.30252, 3.35858, 0, 5, 21].urdf
[0.586249, 2.64345, 0.519823, 0.422893, 0.306615, 0.206242, 2.57199, 0.113615, 2.12985, 0, 2.00638, 1.76211, 0, 2, 17].urdf
[0.742277, 4.96621, 0.572716, 0.332591, 0.427752, 0.396122, 3.97352, 0.113061, 3.45809, 0, 1.98284, 2.82501, 1, 4, 15].urdf
[0.577227, 3.44141, 0.536115, 0.441315, 0.382971, 0.344218, 3.57164, 0.284993, 1.61502, 0, 2.19704, 3.12993, 4, 5, 21].urdf
[0.538967, 4.97204, 0.524826, 0.321181, 0.490191, 0.293368, 3.22442, 0.111671, 3.32677, 0, 2.04487, 2.25811, 1, 4, 11].urdf
